订单号,客户,板件条码,板件备注,项目地址,房间,厚度,材质,高光板,颜色,板件名称,成品长度,成品宽度,数量,纹理,前封边,后封边,左封边,右封边,门板
250704-989,朗力,	7518672918453,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜A_柜门01_右开22厚度15边框骨骼门01_右开,1070,437,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7518672918491,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜A_柜门02_右开22厚度15边框骨骼门01_右开,1070,437,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422641504,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜A_收口条01_侧收口01,1080,394,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422641498,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜A_收口条02_侧收口01,1745,394,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422642754,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜B_左立板01,1080,394,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422642839,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜B_左立板02,1745,394,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422642952,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜B_2块合封50厚度先打孔在∑50厚度01,1599,394,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422643010,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜B_2块合封50厚度01,1599,394,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422643065,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜B_背板02,630,750,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422643089,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜B_背板01,400,750,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422643935,,水仙苑72号,1楼进门鞋柜,18,欧松板,非高光板,TB9826同步,1楼进门鞋柜_柜B_背板03,1745,750,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645267,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_左立板01,2700,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645298,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_右立板01,2700,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645311,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_左立板02,1156,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645366,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_右立板02,1156,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645700,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_横隔板04,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645793,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_背板03,560,1046,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645816,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_背板02,560,1046,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422645878,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_横隔板02,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422646080,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_灯带100居后01,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422646172,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_背板01,1046,345,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422646370,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_拉条02,1046,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422646394,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_拉条01,1046,280,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521946508403,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜A_背板04,528,1046,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422648626,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_左立板01,2700,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422648657,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_右立板01,2700,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422648817,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_踢脚线01_踢脚线隔条01,60,305,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422648824,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_踢脚线01_踢脚线前挡板01,1046,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422648831,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_踢脚线01_踢脚线后挡板01,60,1046,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422648794,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_底板01,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422648961,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_背板01,797,1046,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422649227,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_灯带100居后01,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422649432,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_横隔板05,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422649487,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_横隔板03,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422649920,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_灯带100居后02,1046,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650599,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_背板03,1046,545,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422650612,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜B_背板02,1046,340,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422650711,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_拿出来和加方管的层板比对01,2700,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650728,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_拿出来和加方管的层板比对02,2700,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650742,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_踢脚线01_踢脚线隔条01,60,305,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422650759,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_踢脚线01_踢脚线前挡板01,2669,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422650766,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_踢脚线01_踢脚线后挡板01,60,2669,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422650773,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_底板01,2669,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650810,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_灯带100居后ABA组合里面加方刚看图01,2669,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650841,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_ABA组合里面加方刚看图02,2669,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650858,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_ABA组合里面加方刚看图01,2669,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650865,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_灯带100居后ABA组合里面加方刚看图02,2669,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422650872,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_背板06,2669,545,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422650889,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_背板05,2669,340,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422651145,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_竖隔板02,797,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422651237,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_竖隔板03,797,372,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422651411,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_背板02,797,641,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422651435,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_背板03,797,658,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422651572,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_背板04,1334,475,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422651596,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_背板01,1334,297,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422651626,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_竖隔板01,297,354,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422652135,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉01_抽盒前板01,600,219,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652142,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉01_抽屉右板01,290,247,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652159,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉01_抽屉左板01,290,247,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652166,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉01_抽屉后板01,600,219,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652104,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉01_抽屉底板01,600,290,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422652203,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉02_抽盒前板01,618,219,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652210,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉02_抽屉右板01,290,247,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652227,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉02_抽屉左板01,290,247,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652234,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉02_抽屉后板01,618,219,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652173,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉02_抽屉底板01,618,290,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422652418,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉03_抽盒前板01,609,219,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652425,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉03_抽屉右板01,290,247,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652432,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉03_抽屉左板01,290,247,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652449,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉03_抽屉后板01,609,219,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422652388,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_抽屉03_抽屉底板01,609,290,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422657420,,水仙苑72号,1楼书柜,18,欧松板,非高光板,TB9826同步,1楼书柜_柜C_收口条01_L收口辅板01,2700,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7520422658243,,水仙苑72号,1楼餐边柜,18,欧松板,非高光板,TB9826同步,1楼餐边柜_地柜A_柜门01_左开22厚度15边框骨骼门01_左开,823,341,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422658274,,水仙苑72号,1楼餐边柜,18,欧松板,非高光板,TB9826同步,1楼餐边柜_地柜A_柜门01_右开22厚度15边框骨骼门01_右开,823,341,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422658311,,水仙苑72号,1楼餐边柜,18,欧松板,非高光板,TB9826同步,1楼餐边柜_地柜A_柜门02_右开22厚度15边框骨骼门01_右开,823,341,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422658724,,水仙苑72号,1楼餐边柜,18,欧松板,非高光板,TB9826同步,1楼餐边柜_地柜A_收口条01_侧收口01,835,400,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422658700,,水仙苑72号,1楼餐边柜,18,欧松板,非高光板,TB9826同步,1楼餐边柜_地柜A_收口条02_侧收口01,835,70,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422661144,,水仙苑72号,1楼餐边柜,18,欧松板,非高光板,TB9826同步,1楼餐边柜_地柜B_灯带50居前01,1068,280,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422663360,,水仙苑72号,2楼北卧床尾柜,18,欧松板,非高光板,TB9826同步,2楼北卧床尾柜_柜A_柜门01_左开拉直器27厚度编制门01_左开,2338,467.5,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422663391,,水仙苑72号,2楼北卧床尾柜,18,欧松板,非高光板,TB9826同步,2楼北卧床尾柜_柜A_柜门01_右开拉直器27厚度编制门01_右开,2338,467.5,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422663438,,水仙苑72号,2楼北卧床尾柜,18,欧松板,非高光板,TB9826同步,2楼北卧床尾柜_柜A_柜门02_左开拉直器22厚度15边框骨骼门01_左开,2338,470,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422663469,,水仙苑72号,2楼北卧床尾柜,18,欧松板,非高光板,TB9826同步,2楼北卧床尾柜_柜A_柜门02_右开拉直器22厚度15边框骨骼门01_右开,2338,470,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422663506,,水仙苑72号,2楼北卧床尾柜,18,欧松板,非高光板,TB9826同步,2楼北卧床尾柜_柜A_柜门03_右开拉直器22厚度15边框骨骼门01_右开,2338,468,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422666743,,水仙苑72号,一楼西厨,18,欧松板,非高光板,TB9826同步,一楼西厨_地柜A_柜门01_左开22厚度15边框骨骼门01_左开,823,468,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422666774,,水仙苑72号,一楼西厨,18,欧松板,非高光板,TB9826同步,一楼西厨_地柜A_柜门01_右开22厚度15边框骨骼门01_右开,823,468,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7520422667603,,水仙苑72号,一楼西厨,18,欧松板,非高光板,TB9826同步,一楼西厨_地柜B_抽屉03_22厚度15边框骨骼抽面01,272.5,939,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667672,,水仙苑72号,一楼西厨,18,欧松板,非高光板,TB9826同步,一楼西厨_地柜B_抽屉02_22厚度15边框骨骼抽面01,272.5,939,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667740,,水仙苑72号,一楼西厨,18,欧松板,非高光板,TB9826同步,一楼西厨_地柜B_抽屉01_22厚度15边框骨骼抽面01,272.5,939,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087825148,,水仙苑72号,一楼西厨,18,欧松板,非高光板,TB9826同步,一楼西厨_地柜C_柜门02_左开22厚度骨骼这块门板特殊不一样开孔问我01_左开,823,491,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087825223,,水仙苑72号,一楼西厨,18,欧松板,非高光板,TB9826同步,一楼西厨_地柜C_柜门01_右开22厚度骨骼门15边框01_右开,823,488,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087827869,,水仙苑72号,一楼厨房岛台,18,欧松板,非高光板,TB9826同步,一楼厨房岛台_地柜A_收口条01_侧收口01,935,880,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087827883,,水仙苑72号,一楼厨房岛台,18,欧松板,非高光板,TB9826同步,一楼厨房岛台_地柜A_收口条02_侧收口01,935,880,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087828033,,水仙苑72号,一楼厨房岛台,18,欧松板,非高光板,TB9826同步,一楼厨房岛台_地柜A_柜门01_左开22厚度骨骼门15边框01_左开,923,469,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087828064,,水仙苑72号,一楼厨房岛台,18,欧松板,非高光板,TB9826同步,一楼厨房岛台_地柜A_柜门01_右开22厚度骨骼门15边框01_右开,923,469,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087828286,,水仙苑72号,一楼厨房岛台,18,欧松板,非高光板,TB9826同步,一楼厨房岛台_地柜A_抽屉03_抽面22厚度骨骼15边框01,257,940,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087828378,,水仙苑72号,一楼厨房岛台,18,欧松板,非高光板,TB9826同步,一楼厨房岛台_地柜A_抽屉02_抽面22厚度骨骼15边框01,257,940,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087828460,,水仙苑72号,一楼厨房岛台,18,欧松板,非高光板,TB9826同步,一楼厨房岛台_地柜A_抽屉01_抽面22厚度骨骼15边框01,404,940,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087831996,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜D_柜门01_抽面22厚度骨骼15边框01_左开,371,797,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087831958,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜D_柜门03_抽面22厚度骨骼15边框01_左开,371,797,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087832504,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜D_抽屉01_抽面22厚度骨骼15边框01,249,797,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087833020,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜D_柜门02_拉篮抽面22厚度骨骼15边框01_右开,744,332,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087834867,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜B_柜门01_右开22厚度15边框骨骼门01_右开,744,230,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087836212,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜C_柜门01_左开22厚度骨骼15边框01_左开,744,492,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087836243,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜C_柜门01_右开22厚度骨骼15边框01_右开,744,492,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087838094,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜A_柜门01_左开22厚度骨骼15边框01_左开,744,403,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087838124,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜A_柜门01_右开22厚度骨骼15边框01_右开,744,403,1,竖纹,1,1,1,1,门板
250704-989,朗力,	7521087838384,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜A_抽屉03_抽面22厚度骨骼15边框01,157,403,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087838490,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜A_抽屉02_抽面22厚度骨骼15边框01,291,403,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087838612,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_地柜A_抽屉01_抽面22厚度骨骼15边框01,291,403,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087840608,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_圆弧_圆弧异形板件3,746,498.81,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087840219,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_顶板01,64,398,1,竖纹,0,0,1,0,非门板
250704-989,朗力,	7521087840226,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_底板01,64,398,1,竖纹,0,0,1,0,非门板
250704-989,朗力,	7521087840295,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_竖隔板01,746,82,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087840301,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_左立板01,746,70,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087840622,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_左立板02,746,70,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087840769,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_横隔板02,64,398,1,竖纹,0,0,1,0,非门板
250704-989,朗力,	7521087840813,,水仙苑72号,一楼厨房,18,欧松板,非高光板,TB9826同步,一楼厨房_圆弧_横隔板01,64,398,1,竖纹,0,0,1,0,非门板
250704-989,朗力,	7521087847553,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_右立板01,2318,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087847584,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_中立板06,2318,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087847997,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_顶板01,383,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087848338,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_踢脚线04_踢脚线前挡板01,472,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087848345,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_踢脚线04_踢脚线后挡板01,472,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087848314,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_底板04,472,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087849243,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_背板04,2240,472,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087849274,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_活动层板02,471,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087849458,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_左立板02,1718,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087849519,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_竖隔板02,1718,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087849793,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_背板05,1700,383,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087850379,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_横隔板02,472,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087850867,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_灯带260居前01,383,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087850935,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_灯带260居前02,383,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087851024,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_横隔板08,383,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087851116,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_横隔板05,383,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087851420,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_活动层板01,471,520,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087852830,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_抽屉02_抽盒前板01,423,160,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087852847,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_抽屉02_抽屉右板01,440,188,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087852854,,水仙苑72号,2楼北卧衣柜,18,欧松板,非高光板,TB9826同步,2楼北卧衣柜_柜A_抽屉02_抽屉左板01,440,188,1,横纹,1,1,1,1,非门板
